A1,A2,A3,A4,A5,A6,A7
0.0,-0.001120691620849945,0.0,-0.007097713598716318,0.0,0.005603458104249725,0.0
0.0,-0.0011600314612450627,0.0,-0.007346865921218731,0.0,0.0058001573062253136,0.0
0.0,-0.0012002406723960724,0.0,-0.007601524258508458,0.0,0.006001203361980362,0.0
0.0,-0.0012413268778137267,0.0,-0.007861736892820268,0.0,0.006206634389068633,0.0
0.0,-0.0012832976405538618,0.0,-0.00812755172350779,0.0,0.006416488202769308,0.0
0.0,-0.0013261604633461625,0.0,-0.008399016267859029,0.0,0.0066308023167308125,0.0
0.0,-0.0013699227887229298,0.0,-0.008676177661911888,0.0,0.006849613943614649,0.0
0.0,-0.0014145919991478398,0.0,-0.008959082661269652,0.0,0.007072959995739199,0.0
0.0,-0.0014601754171447133,0.0,-0.009247777641916517,0.0,0.007300877085723566,0.0
0.0,-0.0015066803054262765,0.0,-0.009542308601033085,0.0,0.007533401527131383,0.0
0.0,-0.001554113867022929,0.0,-0.009842721157811884,0.0,0.007770569335114645,0.0
0.0,-0.0016024832454115037,0.0,-0.010149060554272856,0.0,0.008012416227057518,0.0
0.0,-0.0016517955246440372,0.0,-0.010461371656078902,0.0,0.008258977623220186,0.0
0.0,-0.0017020577294765272,0.0,-0.01077969895335134,0.0,0.008510288647382637,0.0
0.0,-0.0017532768254977051,0.0,-0.011104086561485465,0.0,0.008766384127488525,0.0
0.0,-0.0018054597192577913,0.0,-0.01143457822196601,0.0,0.009027298596288955,0.0
0.0,-0.0018586132583972687,0.0,-0.011771217303182702,0.0,0.009293066291986344,0.0
0.0,-0.0019127442317756396,0.0,-0.012114046801245717,0.0,0.009563721158878198,0.0
0.0,-0.001967859369600197,0.0,-0.012463109340801247,0.0,0.009839296848000985,0.0
0.0,-0.002023965343554781,0.0,-0.012818447175846947,0.0,0.010119826717773905,0.0
0.0,-0.002081068766928553,0.0,-0.0131801021905475,0.0,0.010405343834642764,0.0
0.0,-0.00213917619474475,0.0,-0.013548115900050083,0.0,0.01069588097372375,0.0
0.0,-0.002198294123889458,0.0,-0.0139225294512999,0.0,0.01099147061944729,0.0
0.0,-0.0022584289932403695,0.0,-0.014303383623855673,0.0,0.011292144966201848,0.0
0.0,-0.002319587183795554,0.0,-0.014690718830705175,0.0,0.011597935918977769,0.0
0.0,-0.0023817750188022163,0.0,-0.015084575119080705,0.0,0.011908875094011083,0.0
0.0,-0.002444998763885465,0.0,-0.015484992171274614,0.0,0.012224993819427326,0.0
0.0,-0.002509264627177079,0.0,-0.015892009305454834,0.0,0.012546323135885397,0.0
0.0,-0.002574578759444264,0.0,-0.016305665476480338,0.0,0.012872893797221322,0.0
0.0,-0.002640947254218427,0.0,-0.016725999276716703,0.0,0.013204736271092135,0.0
0.0,-0.0027083761479239302,0.0,-0.01715304893685156,0.0,0.013541880739619651,0.0
0.0,-0.002776871420006867,0.0,-0.01758685232671016,0.0,0.013884357100034337,0.0
0.0,-0.002846438993063816,0.0,-0.018027446956070833,0.0,0.01423219496531908,0.0
0.0,-0.002917084732970613,0.0,-0.01847486997548055,0.0,0.014585423664853065,0.0
0.0,-0.002988814449011108,0.0,-0.018929158177070353,0.0,0.014944072245055541,0.0
0.0,-0.0030616338940059403,0.0,-0.019390347995370955,0.0,0.015308169470029703,0.0
0.0,-0.0031355487644412904,0.0,-0.019858475508128172,0.0,0.015677743822206453,0.0
0.0,-0.0032105647005976562,0.0,-0.02033357643711849,0.0,0.016052823502988284,0.0
0.0,-0.0032866872866786074,0.0,-0.020815686148964514,0.0,0.016433436433393036,0.0
0.0,-0.003363922050939559,0.0,-0.021304839655950543,0.0,0.016819610254697796,0.0
0.0,-0.0034422744658165264,0.0,-0.021801071616838003,0.0,0.017211372329082632,0.0
0.0,-0.003521749948054901,0.0,-0.02230441633768104,0.0,0.017608749740274505,0.0
0.0,-0.003602353858838202,0.0,-0.022814907772641942,0.0,0.01801176929419101,0.0
0.0,-0.003684091503916852,0.0,-0.02333257952480673,0.0,0.01842045751958426,0.0
0.0,-0.0037669681337369333,0.0,-0.02385746484700058,0.0,0.018834840668684665,0.0
0.0,-0.0038509889435689613,0.0,-0.02438959664260342,0.0,0.019254944717844807,0.0
0.0,-0.003936159073636637,0.0,-0.024929007466365373,0.0,0.01968079536818319,0.0
0.0,-0.004022483609245622,0.0,-0.025475729525222274,0.0,0.02011241804622811,0.0
0.0,-0.004109967580912299,0.0,-0.026029794679111228,0.0,0.020549837904561497,0.0
0.0,-0.004198615964492534,0.0,-0.026591234441786044,0.0,0.020993079822462665,0.0
0.0,-0.004288433681310444,0.0,-0.027160079981632813,0.0,0.02144216840655222,0.0
0.0,-0.004379425598287161,0.0,-0.027736362122485356,0.0,0.021897127991435807,0.0
0.0,-0.004471596528069597,0.0,-0.02832011134444078,0.0,0.022357982640347985,0.0
